author,title,year,conference
Yale Song_Zhen Wen_Ching-Yung Lin_Randall Davis,One-Class Conditional Random Fields for Sequential Anomaly Detection.,2013,IJCAI
Adrian Haret_Jean-Guy Mailly_Stefan Woltran,Distributing Knowledge into Simple Bases.,2016,IJCAI
Haris Aziz 0001_Felix Brandt 0001_Hans Georg Seedig,Optimal Partitions in Additively Separable Hedonic Games.,2011,IJCAI
Jilian Zhang_Kyriakos Mouratidis_HweeHwa Pang,Heuristic Algorithms for Balanced Multi-Way Number Partitioning.,2011,IJCAI
Finale Doshi-Velez_George Konidaris,Hidden Parameter Markov Decision Processes: A Semiparametric Regression Approach for Discovering Latent Task Parametrizations.,2016,IJCAI
Manuel Bodirsky_Stefan Wölfl 0001,RCC8 Is Polynomial on Networks of Bounded Treewidth.,2011,IJCAI
Andrew Cropper,Logic-Based Inductive Synthesis of Efficient Programs.,2016,IJCAI
Mohit Kumar_Nikesh Garera_Alexander I. Rudnicky,Learning from the Report-writing Behavior of Individuals.,2007,IJCAI
Osamu Furuse_Nobuaki Hiroshima_Setsuo Yamada_Ryoji Kataoka,Opinion Sentence Search Engine on Open-Domain Blog.,2007,IJCAI
Mehdi Mashayekhi_Hongying Du_George F. List_Munindar P. Singh,Silk: A Simulation Study of Regulating Open Normative Multiagent Systems.,2016,IJCAI
Yasunori Yamada_Tetsuro Morimura,Weight Features for Predicting Future Model Performance of Deep Neural Networks.,2016,IJCAI
Mrinmaya Sachan_Eduard H. Hovy_Eric P. Xing,An Active Learning Approach to Coreference Resolution.,2015,IJCAI
Ronan LeBras_Carla P. Gomes_Bart Selman,Double-Wheel Graphs Are Graceful.,2013,IJCAI
Wenjian Yu_Yu Gu_Jian Li_Shenghua Liu_Yaohang Li,Single-Pass PCA of Large High-Dimensional Data.,2017,IJCAI
Frédéric Koriche_Sylvain Lagrue_Éric Piette_Sébastien Tabary,Constraint-Based Symmetry Detection in General Game Playing.,2017,IJCAI
Rongrong Ji_Ling-Yu Duan_Jie Chen 0006_Hongxun Yao_Tiejun Huang_Wen Gao 0001,Learning Compact Visual Descriptor for Low Bit Rate Mobile Landmark Search.,2011,IJCAI
Michael Thielscher,Sampling-Based Belief Revision.,2016,IJCAI
Gong Cheng_Cheng Jin_Yuzhong Qu,HIEDS: A Generic and Efficient Approach to Hierarchical Dataset Summarization.,2016,IJCAI
Jian Liang_Ran He_Zhenan Sun_Tieniu Tan,Group-Invariant Cross-Modal Subspace Learning.,2016,IJCAI
Wenhao Jiang_Feiping Nie_Heng Huang,Robust Dictionary Learning with Capped l1-Norm.,2015,IJCAI
Jingwei Xu_Yuan Yao 0001_Hanghang Tong_XianPing Tao_Jian Lu,Ice-Breaking: Mitigating Cold-Start Recommendation Problem by Rating Comparison.,2015,IJCAI
Radu Stefan Niculescu_Tom M. Mitchell_R. Bharat Rao,A Theoretical Framework for Learning Bayesian Networks with Parameter Inequality Constraints.,2007,IJCAI
Jesse Thomason_Jivko Sinapov_Maxwell Svetlik_Peter Stone_Raymond J. Mooney,Learning Multi-Modal Grounded Linguistic Semantics by Playing "I Spy".,2016,IJCAI
Diodato Ferraioli_Carmine Ventre,Social Pressure in Opinion Games.,2017,IJCAI
John Licato_Naveen Sundar Govindarajulu_Selmer Bringsjord_Michael Pomeranz_Logan Gittelson,Analogico-Deductive Generation of Gödel's First Incompleteness Theorem from the Liar Paradox.,2013,IJCAI
Andreas Steigmiller_Birte Glimm_Thorsten Liebig,Nominal Schema Absorption.,2013,IJCAI
Kristian Woodsend_Mirella Lapata,Text Rewriting Improves Semantic Role Labeling (Extended Abstract).,2017,IJCAI
Jiaqing Liang_Sheng Zhang_Yanghua Xiao,How to Keep a Knowledge Base Synchronized with Its Encyclopedia Source.,2017,IJCAI
Xiaoyu Ge_Jae Hee Lee 0001_Jochen Renz_Peng Zhang 0021,Trend-Based Prediction of Spatial Change.,2016,IJCAI
Stefano Coniglio_Nicola Gatti 0001_Alberto Marchesi,Pessimistic Leader-Follower Equilibria with Multiple Followers.,2017,IJCAI
Ah-Hwee Tan,Direct Code Access in Self-Organizing Neural Networks for Reinforcement Learning.,2007,IJCAI
Huan Liu_Qinghua Zheng_Minnan Luo_Dingwen Zhang_Xiaojun Chang_Cheng Deng,How Unlabeled Web Videos Help Complex Event Detection?,2017,IJCAI
Kaisong Song_Wei Gao_Shi Feng_Daling Wang_Kam-Fai Wong_Chengqi Zhang,Recommendation vs Sentiment Analysis: A Text-Driven Latent Factor Model for Rating Prediction with Cold-Start Awareness.,2017,IJCAI
Yulong Pei_Nilanjan Chakraborty_Katia P. Sycara,Nonnegative Matrix Tri-Factorization with Graph Regularization for Community Detection in Social Networks.,2015,IJCAI
Wentao Fan_Nizar Bouguila,Learning Finite Beta-Liouville Mixture Models via Variational Bayes for Proportional Data Clustering.,2013,IJCAI
Aäron Verachtert_Hendrik Blockeel_Jesse Davis,Dynamic Early Stopping for Naive Bayes.,2016,IJCAI
Zhi Lu_Yang Hu_Bing Zeng,Sampling for Approximate Maximum Search in Factorized Tensor.,2017,IJCAI
Michaël Thomazo,Ontology Based Query Answering with Existential Rules.,2013,IJCAI
Justin Yip_Pascal Van Hentenryck,Symmetry Breaking via LexLeader Feasibility Checkers.,2011,IJCAI
Aaron Schlenker_Haifeng Xu_Mina Guirguis_Christopher Kiekintveld_Arunesh Sinha_Milind Tambe_Solomon Y. Sonya_Darryl Balderas_Noah Dunstatter,Don't Bury your Head in Warnings: A Game-Theoretic Approach for Intelligent Allocation of Cyber-security Alerts.,2017,IJCAI
Kyle Hollins Wray_Luis Enrique Pineda_Shlomo Zilberstein,Hierarchical Approach to Transfer of Control in Semi-Autonomous Systems.,2016,IJCAI
Yong Cheng_Qian Yang_Yang Liu 0005_Maosong Sun_Wei Xu 0005,Joint Training for Pivot-based Neural Machine Translation.,2017,IJCAI
Zipei Fan_Ayumi Arai_Xuan Song_Apichon Witayangkurn_Hiroshi Kanasugi_Ryosuke Shibasaki,A Collaborative Filtering Approach to Citywide Human Mobility Completion from Sparse Call Records.,2016,IJCAI
Sertan Girgin_Faruk Polat_Reda Alhajj,State Similarity Based Approach for Improving Performance in RL.,2007,IJCAI
Felix Brandt 0001_Markus Brill_Hans Georg Seedig,On the Fixed-Parameter Tractability of Composition-Consistent Tournament Solutions.,2011,IJCAI
Si Liu_Xinyu Ou_Ruihe Qian_Wei Wang_Xiaochun Cao,Makeup Like a Superstar: Deep Localized Makeup Transfer Network.,2016,IJCAI
Giovanni Casini_Umberto Straccia,Defeasible Inheritance-Based Description Logics.,2011,IJCAI
Steffen Michels_Arjen Hommersom_Peter J. F. Lucas,Approximate Probabilistic Inference with Bounded Error for Hybrid Probabilistic Logic Programming.,2016,IJCAI
Jason Weston_Samy Bengio_Nicolas Usunier,WSABIE: Scaling Up to Large Vocabulary Image Annotation.,2011,IJCAI
Ronghua Liang_Xiao-Xin Li,Mixed Error Coding for Face Recognition with Mixed Occlusions.,2015,IJCAI
Pablo Cordero_Manuel Enciso_Angel Mora 0001,Automated Reasoning to Infer all Minimal Keys.,2013,IJCAI
Jinglin Xu_Junwei Han_Kai Xiong_Feiping Nie,Robust and Sparse Fuzzy K-Means Clustering.,2016,IJCAI
Gianluigi Greco_Francesco Lupia_Francesco Scarcello,Structural Tractability of Shapley and Banzhaf Values in Allocation Games.,2015,IJCAI
Peng Yu_Jiaying Shen_Peter Z. Yeh_Brian Charles Williams,Resolving Over-Constrained Conditional Temporal Problems Using Semantically Similar Alternatives.,2016,IJCAI
Ciaran McCreesh_Patrick Prosser_James Trimble,A Partitioning Algorithm for Maximum Common Subgraph Problems.,2017,IJCAI
Jin Huang_Feiping Nie_Heng Huang,A New Simplex Sparse Learning Model to Measure Data Similarity for Clustering.,2015,IJCAI
Andrew Reynolds_Jasmin Christian Blanchette,A Decision Procedure for (Co)datatypes in SMT Solvers.,2016,IJCAI
Carlos Ansótegui_Maria Luisa Bonet_Jordi Levy_Felip Manyà,The Logic Behind Weighted CSP.,2007,IJCAI
Quentin Cohen-Solal_Maroua Bouzid_Alexandre Niveau,Temporal Sequences of Qualitative Information: Reasoning about the Topology of Constant-Size Moving Regions.,2017,IJCAI
Ioannis Caragiannis_Xenophon Chatzigeorgiou_Panagiotis Kanellopoulos_George A. Krimpas_Nikos Protopapas_Alexandros A. Voudouris,Efficiency and Complexity of Price Competition Among Single-Product Vendors.,2015,IJCAI
Amanda Jane Coles_Andrew Coles_Maria Fox_Derek Long,Temporal Planning in Domains with Linear Processes.,2009,IJCAI
Cheng Fang,Efficient Algorithms And Representations For Chance-constrained Mixed Constraint Programming.,2017,IJCAI
Peter Nightingale,The Extended Global Cardinality Constraint: An Empirical Survey: Extended Abstract.,2013,IJCAI
Hiroshi Kajino,A Functional Dynamic Boltzmann Machine.,2017,IJCAI
David C. Parkes_Paul Tylkin_Lirong Xia,Thwarting Vote Buying Through Decoy Ballots.,2017,IJCAI
Evgenii Balai_Michael Gelfond,On the Relationship between P-log and LPMLN.,2016,IJCAI
Bettina Fazzinga_Sergio Flesca_Francesco Parisi,On the Complexity of Probabilistic Abstract Argumentation.,2013,IJCAI
Siliang Tang_Fei Wu 0001_Si Li_Weiming Lu_Zhongfei Zhang_Yueting Zhuang,Sketch the Storyline with CHARCOAL: A Non-Parametric Approach.,2015,IJCAI
Chang Wang 0001_Sridhar Mahadevan,Manifold Alignment without Correspondence.,2009,IJCAI
Ruohan Zhang_Yue Yu_Mahmoud El Chamie_Behçet Açikmese_Dana H. Ballard,Decision-Making Policies for Heterogeneous Autonomous Multi-Agent Systems with Safety Constraints.,2016,IJCAI
Clement Gehring_Yangchen Pan_Martha White,Incremental Truncated LSTD.,2016,IJCAI
Micah Hodosh_Peter Young_Julia Hockenmaier,Framing Image Description as a Ranking Task: Data Models and Evaluation Metrics (Extended Abstract).,2015,IJCAI
Davide Grossi_Andreas Herzig_Wiebe van der Hoek_Christos Moyzes,Non-Determinism and the Dynamics of Knowledge.,2017,IJCAI
Guoqiang Zhong_Mohamed Cheriet,Adaptive Error-Correcting Output Codes.,2013,IJCAI
Aleksander Kolcz_Abdur Chowdhury,Avoidance of Model Re-Induction in SVM-Based Feature Selection for Text Categorization.,2007,IJCAI
Heng Zhang_Yan Zhang_Jia-Huai You,Expressive Completeness of Existential Rule Languages for Ontology-Based Query Answering.,2016,IJCAI
Bin Cao 0001_Dou Shen_Jian-Tao Sun_Xuanhui Wang_Qiang Yang 0001_Zheng Chen,Detect and Track Latent Factors with Online Nonnegative Matrix Factorization.,2007,IJCAI
Nan Li_Longin Jan Latecki,Affinity Learning for Mixed Data Clustering.,2017,IJCAI
Erez Karpas_Carmel Domshlak,Cost-Optimal Planning with Landmarks.,2009,IJCAI
Kamaljeet S. Verma_Pushpak Bhattacharyya,Context-Sensitive Semantic Smoothing using Semantically Relatable Sequences.,2009,IJCAI
Mehdi Kaytoue_Sergei O. Kuznetsov_Amedeo Napoli,Revisiting Numerical Pattern Mining with Formal Concept Analysis.,2011,IJCAI
Umut Oztok_Adnan Darwiche,A Top-Down Compiler for Sentential Decision Diagrams.,2015,IJCAI
Fatina Shukur,Using Multiagents for Context-Aware Adaptive Biometrics.,2017,IJCAI
Madison Clark-Turner_Christopher Amato,COG-DICE: An Algorithm for Solving Continuous-Observation Dec-POMDPs.,2017,IJCAI
Ofer Arieli_Arnon Avron_Anna Zamansky,What Is an Ideal Logic for Reasoning with Inconsistency?.,2011,IJCAI
Aaron Isaksen,Computer-Aided Game Design: Doctoral Consortium Research Abstract.,2016,IJCAI
Tjitze Rienstra_Matthias Thimm_Nir Oren,Opponent Models with Uncertainty for Strategic Argumentation.,2013,IJCAI
Athirai Aravazhi Irissappane_Siwei Jiang_Jie Zhang 0002,A Framework to Choose Trust Models for Different E-Marketplace Environments.,2013,IJCAI
Xin Li_Yiqun Liu_Min Zhang 0006_Shaoping Ma_Xuan Zhu_Jiashen Sun,Detecting Promotion Campaigns in Community Question Answering.,2015,IJCAI
Fang Kong_Guodong Zhou,A Clause-Level Hybrid Approach to Chinese Empty Element Recovery.,2013,IJCAI
Piotr Faliszewski_Laurent Gourvès_Jérôme Lang_Julien Lesca_Jérôme Monnot,How Hard Is It for a Party to Nominate an Election Winner?.,2016,IJCAI
Kalpa Gunaratna_Amir Hossein Yazdavar_Krishnaprasad Thirunarayan_Amit P. Sheth_Gong Cheng,Relatedness-based Multi-Entity Summarization.,2017,IJCAI
Huan Xu_Shie Mannor,Probabilistic Goal Markov Decision Processes.,2011,IJCAI
Manu Sharma_Michael P. Holmes_Juan Carlos Santamaría_Arya Irani_Charles Lee Isbell Jr._Ashwin Ram,Transfer Learning in Real-Time Strategy Games Using Hybrid CBR/RL.,2007,IJCAI
Xiao Cai_Feiping Nie_Heng Huang,Exact Top-k Feature Selection via l2 0-Norm Constraint.,2013,IJCAI
Tathagata Chakraborti_Sarath Sreedharan_Yu Zhang_Subbarao Kambhampati,Plan Explanations as Model Reconciliation: Moving Beyond Explanation as Soliloquy.,2017,IJCAI
Jingkuan Song_Lianli Gao_Zhao Guo_Wu Liu_Dongxiang Zhang_Heng Tao Shen,Hierarchical LSTM with Adjusted Temporal Attention for Video Captioning.,2017,IJCAI
Giovanni Da San Martino_Nicolò Navarin_Alessandro Sperduti,A Lossy Counting Based Approach for Learning on Streams of Graphs on a Budget.,2013,IJCAI
Efrat Manisterski_David Sarne_Sarit Kraus,Enhancing MAS Cooperative Search Through Coalition Partitioning.,2007,IJCAI
Eli Boyarski_Ariel Felner_Roni Stern_Guni Sharon_David Tolpin_Oded Betzalel_Solomon Eyal Shimony,ICBS: Improved Conflict-Based Search Algorithm for Multi-Agent Pathfinding.,2015,IJCAI
Josep Argelich_Inês Lynce_João P. Marques Silva,On Solving Boolean Multilevel Optimization Problemse.,2009,IJCAI
Mehdi Samadi_Partha Pratim Talukdar_Manuela M. Veloso_Tom M. Mitchell,AskWorld: Budget-Sensitive Query Evaluation for Knowledge-on-Demand.,2015,IJCAI
Aaron Koolyk_Tyrone Strangway_Omer Lev_Jeffrey S. Rosenschein,Convergence and Quality of Iterative Voting Under Non-Scoring Rules.,2017,IJCAI
Anthony Hunter,Modelling the Persuadee in Asymmetric Argumentation Dialogues for Persuasion.,2015,IJCAI
Pradeep Varakantham_Na Fu,Mechanism Design for Strategic Project Scheduling.,2017,IJCAI
Peta Masters_Sebastian Sardiña,Deceptive Path-Planning.,2017,IJCAI
Guihua Wen_Lijun Jiang_Nigel R. Shadbolt,Using Graph Algebra to Optimize Neighborhood for Isometric Mapping.,2007,IJCAI
Alkis Gotovos_Nathalie Casati_Gregory Hitz_Andreas Krause 0001,Active Learning for Level Set Estimation.,2013,IJCAI
Teppo Mikael Niinimäki_Mikko Koivisto,Annealed Importance Sampling for Structure Learning in Bayesian Networks.,2013,IJCAI
Yingce Xia_Jiang Bian_Tao Qin_Nenghai Yu_Tie-Yan Liu,Dual Inference for Machine Learning.,2017,IJCAI
Zhaoyi Zhang_Songshan Guo_Wenbin Zhu_Wee-Chong Oon_Andrew Lim,Space Defragmentation Heuristic for 2D and 3D Bin Packing Problems.,2011,IJCAI
Wenye Li_Kwong-Sak Leung_Kin-Hong Lee,Generalizing the Bias Term of Support Vector Machines.,2007,IJCAI
Paulo T. Guerra_Renata Wassermann,Belief Revision on Computation Tree Logic.,2011,IJCAI
Shih-Fen Cheng_Michael P. Wellman,Iterated Weaker-than-Weak Dominance.,2007,IJCAI
Ko-Hsin Cindy Wang,Tractable Massively Multi-Agent Pathfinding with Solution Quality and Completeness Guarantees.,2011,IJCAI
Richard Booth 0001_Jake Chandler,Extending the Harper Identity to Iterated Belief Change.,2016,IJCAI
Stephan Gspandl_Ingo Pill_Michael Reip_Gerald Steinbauer_Alexander Ferrein,Belief Management for High-Level Robot Programs.,2011,IJCAI
Thomas Eiter_Michael Fink 0001_Daria Stepanova 0001,Data Repair of Inconsistent DL-Programs.,2013,IJCAI
Haris Aziz 0001_Simina Brânzei_Aris Filos-Ratsikas_Søren Kristoffer Stiil Frederiksen,The Adjusted Winner Procedure: Characterizations and Equilibria.,2015,IJCAI
Jing Zhao_Shiliang Sun,Revisiting Gaussian Process Dynamical Models.,2015,IJCAI
Robert Bredereck_Edith Elkind,Manipulating Opinion Diffusion in Social Networks.,2017,IJCAI
Qin Zhang 0011_Jia Wu_Hong Yang_Yingjie Tian_Chengqi Zhang,Unsupervised Feature Learning from Time Series.,2016,IJCAI
Sheng-Jun Huang_Songcan Chen,Transfer Learning with Active Queries from Source Domain.,2016,IJCAI
Jie Lin_Zechao Li_Jinhui Tang,Discriminative Deep Hashing for Scalable Face Image Retrieval.,2017,IJCAI
Shimei Pan_James Shaw,Natural Language Query Recommendation in Conversation Systems.,2007,IJCAI
Daniil Mirylenka_Andrea Passerini_Luciano Serafini,Bootstrapping Domain Ontologies from Wikipedia: A Uniform Approach.,2015,IJCAI
Jonathan Rubin_Ian D. Watson,On Combining Decisions from Multiple Expert Imitators for Performance.,2011,IJCAI
Adrien Maillard,Flexible Scheduling for an Agile Earth-Observing Satelllite.,2015,IJCAI
Nathan D. Ratliff_J. Andrew Bagnell,Kernel Conjugate Gradient for Fast Kernel Machines.,2007,IJCAI
Hendrik Zender_Geert-Jan M. Kruijff_Ivana Kruijff-Korbayová,Situated Resolution and Generation of Spatial Referring Expressions for Robotic Assistants.,2009,IJCAI
Marius Pasca_Hylke Buisman,Dissecting German Grammar and Swiss Passports: Open-Domain Decomposition of Compositional Entries in Large-Scale Knowledge Repositories.,2015,IJCAI
Aarti Gupta_Tim Oates,Using Ontologies and the Web to Learn Lexical Semantics.,2007,IJCAI
Jilles Steeve Dibangoye_Olivier Buffet_Olivier Simonin 0001,Structural Results for Cooperative Decentralized Control Models.,2015,IJCAI
Muhannad Al-Omari_Paul Duckworth_Nils Bore_Majd Hawasly_David C. Hogg_Anthony G. Cohn,Grounding of Human Environments and Activities for Autonomous Robots.,2017,IJCAI
Dimitrios Antos_Avi Pfeffer,Using Emotions to Enhance Decision-Making.,2011,IJCAI
Pei Yang_Wei Gao,Multi-View Discriminant Transfer Learning.,2013,IJCAI
Maria Vanina Martinez,Contributions to Personalizable Knowledge Integration.,2011,IJCAI
Valerio Grossi_Alessandro Sperduti,Kernel-Based Selective Ensemble Learning for Streams of Trees.,2011,IJCAI
Mathieu d'Aquin_Fadi Badra_Sandrine Lafrogne_Jean Lieber_Amedeo Napoli_Laszlo Szathmary,Case Base Mining for Adaptation Knowledge Acquisition.,2007,IJCAI
Christopher J. Hazard_Munindar P. Singh,Macau: A Basis for Evaluating Reputation Systems.,2013,IJCAI
Xingquan Zhu_Xindong Wu,Mining Complex Patterns across Sequences with Gap Requirements.,2007,IJCAI
Yi-Dong Shen,Well-Supported Semantics for Description Logic Programs.,2011,IJCAI
Mazen Melibari_Pascal Poupart_Prashant Doshi,Sum-Product-Max Networks for Tractable Decision Making.,2016,IJCAI
Xiaojin Zhu_Ji Liu_Manuel Lopes,No Learner Left Behind: On the Complexity of Teaching Multiple Learners Simultaneously.,2017,IJCAI
Ruohan Zhang_Zhao Song,Maximum Sustainable Yield Problem for Robot Foraging and Construction System.,2016,IJCAI
Marc G. Bellemare_Doina Precup,Context-Driven Predictions.,2007,IJCAI
Jean-Marie Lagniez_Pierre Marquis,An Improved Decision-DNNF Compiler.,2017,IJCAI
Piotr Krysta_Orestis Telelis_Carmine Ventre,Near-Optimal Approximation Mechanisms for Multi-Unit Combinatorial Auctions.,2015,IJCAI
Farhad Zafari_Faria Nassiri Mofakham,POPPONENT: Highly accurate individually and socially efficient opponent preference model in bilateral multi issue negotiations (Extended Abstract).,2017,IJCAI
Min Wen_Ivan Papusha_Ufuk Topcu,Learning from Demonstrations with High-Level Side Information.,2017,IJCAI
Shirin Sohrabi_Jorge A. Baier_Sheila A. McIlraith,HTN Planning with Preferences.,2009,IJCAI
Zheng Yu_Haixun Wang_Xuemin Lin_Min Wang,Learning Term Embeddings for Hypernymy Identification.,2015,IJCAI
Zheng Li_Yu Zhang_Ying Wei_Yuxiang Wu_Qiang Yang 0001,End-to-End Adversarial Memory Network for Cross-domain Sentiment Classification.,2017,IJCAI
Marc G. Bellemare,Count-Based Frequency Estimation with Bounded Memory.,2015,IJCAI
Timothy Furtak_Michael Buro,Using Payoff-Similarity to Speed Up Search.,2011,IJCAI
Laurent Gourvès_Julien Lesca_Anaëlle Wilczynski,Object Allocation via Swaps along a Social Network.,2017,IJCAI
Steven Schockaert_Shoaib Jameel,Plausible Reasoning Based on Qualitative Entity Embeddings.,2016,IJCAI
Sébastien Lahaie,A Kernel Method for Market Clearing.,2009,IJCAI
Mohan Sridharan_Peter Stone,Color Learning on a Mobile Robot: Towards Full Autonomy under Changing Illumination.,2007,IJCAI
Ana Cristina Mendes_Luísa Coheur,An Approach to Answer Selection in Question-Answering Based on Semantic Relations.,2011,IJCAI
Pierre Bourhis_Markus Krötzsch_Sebastian Rudolph,Reasonable Highly Expressive Query Languages - IJCAI-15 Distinguished Paper (Honorary Mention).,2015,IJCAI
Jeffrey Richard Long_Michael Buro,Real-Time Opponent Modeling in Trick-Taking Card Games.,2011,IJCAI
