author,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,total
Kyung-Il Lee,0,1,0,0,0,0,0,0,0,0,0,1
Angela P. Schoellig,0,0,0,0,0,0,0,0,0,0,1,1
Chun Chen,3,3,3,2,2,3,3,3,0,0,0,22
Martynas Buivys,0,0,0,0,0,0,0,0,0,1,0,1
Lei Zhang 0011,0,1,2,0,0,0,0,0,0,0,0,3
Joseph M. Hellerstein,1,0,0,0,0,0,0,0,0,1,0,2
Shang-Hong Lai,0,2,2,1,1,0,0,0,1,0,0,7
Roger Mailler,1,0,0,0,0,0,0,0,0,0,0,1
Kumar Desappan,0,0,0,0,0,0,0,0,0,1,1,2
Florian Baumann,0,0,0,0,1,0,0,0,0,0,0,1
Xingguo Chen,0,0,0,0,0,0,0,0,0,1,0,1
Michael P. Friedlander,0,0,0,0,0,0,0,0,0,1,0,1
Richard Combes,0,0,0,0,0,0,0,1,1,0,2,4
Hsin-Yuan Huang,0,0,0,0,0,0,0,0,0,0,1,1
David Sontag,1,1,0,1,1,0,1,1,1,1,2,10
Vincent Michalski,0,0,0,0,0,0,0,1,0,0,1,2
Florent de Lamotte,0,0,0,0,0,0,0,0,0,1,0,1
Georgios Floros,0,0,0,0,0,1,0,0,0,0,0,1
Jeffrey Johns,1,0,0,1,0,0,0,0,0,0,0,2
Arsalan Mousavian,0,0,0,0,0,0,0,0,0,0,1,1
Chenggang Wang,1,0,0,1,0,0,0,0,0,0,0,2
Yoav Y. Schechner,3,3,1,0,0,1,0,0,0,1,2,11
Zhifang Sui,0,0,0,0,0,0,0,0,1,1,0,2
David Buchman,0,0,0,0,0,0,1,2,1,1,0,5
Alan J. Vannevel,0,0,0,0,0,1,0,0,0,0,0,1
Chuan Sun,0,0,0,0,0,0,0,1,0,0,0,1
Zeyu Li,0,0,0,0,0,1,0,0,0,0,0,1
Christopher Potter,0,1,0,0,0,0,0,0,0,0,0,1
Cheng-Lin Liu,0,0,0,2,3,0,0,0,0,1,1,7
Harikrishna G. N. Rai,0,0,0,0,1,0,0,0,0,0,0,1
Jason Yosinski,0,0,0,0,0,0,0,1,1,2,2,6
Ken Mohnkern,0,1,0,0,0,0,0,0,0,0,0,1
Fabian Moerchen,0,0,0,0,0,1,0,0,0,0,0,1
Jianlin Feng,0,0,0,1,0,0,0,1,0,0,0,2
Motoki Shiga,1,0,0,0,0,0,0,0,0,0,0,1
Christopher D. Miller,0,0,0,0,0,1,0,0,0,0,0,1
Katharina Mülling,0,0,0,1,2,0,0,0,0,0,0,3
Lei Duan,0,0,0,0,0,0,0,0,1,0,0,1
Jaeyoung Park,0,0,0,0,1,0,0,0,0,0,0,1
Ashton Anderson,0,0,0,0,0,1,0,0,0,1,0,2
Yan Zhang 0004,0,0,0,0,2,0,0,0,0,0,0,2
Giacomo Indiveri,2,0,0,0,1,0,1,0,0,0,0,4
Erel Uziel,0,0,1,1,0,0,0,0,0,0,0,2
Srinivas Krovvidy,1,0,0,0,0,0,0,0,0,0,0,1
Baharan Mirzasoleiman,0,0,0,0,0,0,1,1,2,1,0,5
Amit Metodi,0,0,0,0,0,1,0,0,0,0,0,1
Tao Yang 0016,0,0,0,0,0,0,0,1,0,1,0,2
Arun Venkatraman,0,0,0,0,0,0,0,0,1,2,1,4
Lee A. D. Cooper,0,0,0,1,0,0,0,0,0,0,0,1
Stéphanie Allassonnière,0,0,0,0,0,0,0,0,1,0,1,2
Jianmin Wang 0001,0,0,0,0,1,1,4,2,4,7,3,22
Chia-Hua Ho,0,0,0,0,1,0,0,0,1,0,0,2
Shiva Prasad Kasiviswanathan,0,1,0,0,0,1,0,0,0,0,1,3
Swapnil Hingmire,0,0,0,0,0,0,1,1,0,0,0,2
Andrew Cunningham,0,0,0,0,0,0,0,0,0,0,1,1
Mathias Niepert,0,0,0,1,1,0,3,2,1,1,1,10
Yang Gao,0,0,0,0,0,0,0,0,1,2,3,6
Mariusz Wzorek,0,0,0,0,0,0,0,0,0,0,1,1
Dixin Luo,0,0,0,0,0,0,0,0,2,0,0,2
Aneta Nowakowska,0,0,0,0,1,2,0,0,0,0,0,3
Chaoyan Wang,0,0,0,0,0,0,0,0,1,0,0,1
Ramesh Raskar,1,3,4,1,1,2,1,1,1,2,1,18
Ganesh Venkataraman,0,0,0,0,0,0,0,0,0,1,2,3
Tomi Silander,0,0,0,0,0,1,0,0,1,0,0,2
Jeremy Howard,0,0,0,0,0,0,1,1,0,0,0,2
Silvano Colombo Tosatto,0,0,0,0,0,1,0,0,0,0,0,1
Jianfei Cai,0,0,0,1,0,0,0,2,0,2,5,10
Thomas Serre,0,0,0,0,0,0,1,1,0,1,0,3
Haizi Yu,0,0,0,0,0,0,0,0,0,0,1,1
John Marshall,0,1,0,0,0,0,0,0,0,0,0,1
Addicam V. Sanjay,0,0,0,0,0,1,0,0,0,0,0,1
Michael Smith 0024,0,0,0,0,0,0,0,0,0,0,1,1
Xing Xu,0,0,0,0,0,0,0,0,0,0,1,1
Luis Álvarez,0,0,0,1,0,0,0,0,0,0,0,1
Ian Spiro,0,0,0,2,1,1,0,0,0,0,0,4
Gilles Blanchard,2,0,0,1,2,0,1,1,0,0,0,7
Zhen-Yong Fu,0,0,0,0,0,0,0,0,1,0,0,1
Akshay Java,2,0,0,0,0,0,0,0,0,0,0,2
Paul Raccuglia,0,0,0,0,0,0,0,0,0,1,0,1
Andrea Colaco,0,0,0,0,0,1,0,0,0,0,0,1
Jianfeng He,0,0,0,0,0,0,0,0,0,0,1,1
Chen Change Loy,0,0,1,0,0,1,1,2,5,8,4,22
Rajdeep K. Dash,1,0,0,0,0,0,0,0,0,0,0,1
Yingbin Liang,0,0,0,0,0,0,0,0,1,1,0,2
Alexander Toshev,1,0,1,2,0,0,1,2,1,1,1,10
Julia A. Lasserre,1,0,0,0,0,0,0,0,0,0,0,1
Choon Hui Teo,3,1,0,0,0,0,0,0,0,0,0,4
Hugo Larochelle,0,1,0,1,0,2,1,3,1,0,3,12
Pulkit Tandon,0,0,0,0,0,0,0,0,0,1,0,1
Omid E. David,0,0,0,0,0,0,0,2,0,0,0,2
Emre Bakkal,0,0,0,0,0,0,0,0,1,0,0,1
Chuang Ma,0,0,0,0,0,0,0,0,1,0,0,1
Yansheng Lu,0,2,0,0,0,0,0,0,0,0,0,2
Dongqing Zou,0,0,0,0,0,0,1,1,0,0,0,2
Manjunatha Mahadevappa,0,0,0,0,0,0,0,0,0,0,1,1
Yafeng Ren,0,0,0,0,0,0,0,0,0,2,0,2
Yibing Song,0,0,0,0,0,0,0,0,0,0,2,2
Piyush Arora,0,0,0,0,0,0,0,0,1,0,0,1
Climent Nadeu,0,0,1,0,0,0,0,0,0,0,0,1
Xingfu Wang,0,0,0,0,0,0,0,0,0,1,0,1
John V. Arthur,1,0,0,0,0,0,0,0,1,0,0,2
Stefan Funke,0,0,0,0,1,1,1,1,0,0,1,5
Hamed Fahimi,0,0,0,0,0,0,0,1,0,0,0,1
Oana Tifrea-Marciuska,0,0,0,0,0,0,0,0,1,1,1,3
Saeid Balaneshinkordan,0,0,0,0,0,0,0,0,0,0,1,1
Raquel E. Gur,1,0,0,0,0,0,0,0,0,0,0,1
Vicente López 0002,0,1,0,0,0,0,0,0,0,0,0,1
Juan F. Huete,0,1,0,0,0,1,0,0,0,0,0,2
Danny Barash,0,0,0,0,0,0,0,0,0,0,1,1
Wei Wang 0025,0,0,0,0,1,0,0,1,2,0,3,7
Shengqi Yang,0,0,0,1,0,0,0,0,1,0,0,2
Weixue Lu,0,0,0,0,0,0,0,0,1,1,0,2
Chun-Yi Liu,0,0,0,0,0,0,0,0,1,0,0,1
Aristide C. Y. Tossou,0,0,0,0,0,0,0,0,0,1,1,2
Li Yi,1,0,0,0,0,0,0,0,0,0,2,3
Guido Borghi,0,0,0,0,0,0,0,0,0,0,1,1
Himanshu S. Bhatt,0,0,0,0,1,0,1,0,0,1,0,3
Li Cheng,0,3,0,0,0,0,0,0,0,1,1,5
Robin Hennessy,0,1,0,0,0,0,0,0,0,0,0,1
Li Yu,1,0,0,1,1,0,0,0,0,0,1,4
John M. Mendenhall,0,0,0,1,0,0,0,0,0,0,0,1
Ozgur Akgun,0,0,0,0,1,0,0,0,0,0,0,1
Ger Yang,0,0,0,0,0,0,0,0,0,1,0,1
David Adametz,0,0,0,0,1,0,0,1,0,0,0,2
Xiaoying Gao,1,0,0,0,0,0,0,0,0,0,0,1
Glenn Fung,3,3,1,1,0,0,0,0,0,0,0,8
Gideon Mann,0,0,1,0,0,0,0,0,1,0,0,2
Thomas Laurent 0001,0,0,0,0,0,1,1,0,0,1,0,3
Andrea Ballatore,0,0,0,0,0,0,0,0,1,0,0,1
Martial Sanfourche,0,0,0,0,0,0,0,0,1,0,0,1
Toru Ishida,2,0,1,0,1,0,0,0,0,0,0,4
Michael J. Cole,0,0,0,0,2,1,0,1,0,0,0,4
Mohamed Walid Ayech,0,0,0,0,0,0,0,0,1,0,0,1
Christian Bauckhage,0,0,0,0,0,1,0,1,1,0,0,3
Mathieu Ramona,0,0,0,0,0,0,0,0,1,0,0,1
Ronan Collobert,0,0,1,0,1,0,0,0,2,1,0,5
Josh Livni,0,0,0,0,0,0,0,0,0,0,1,1
Xiaoqiang Yan,0,0,0,0,0,0,1,0,0,1,1,3
Michael Möller 0001,0,0,0,0,0,0,0,0,0,1,0,1
Jeffrey Pennington,0,0,0,0,1,0,0,0,1,0,2,4
Changshui Zhang,7,9,8,5,1,3,0,1,0,0,1,35
Nicolas Chopin,0,0,0,0,0,0,0,1,0,0,0,1
Haiyang Xu,0,0,0,0,0,0,0,0,0,1,0,1
Edward J. Skiko,0,0,0,0,0,0,0,0,1,0,0,1
Georg Langs,1,2,2,1,0,0,0,0,1,0,0,7
Xiaokai Liu,0,0,0,0,0,0,0,0,1,0,0,1
Terry S. Yoo,0,1,0,1,0,0,0,0,0,0,0,2
Clifton Carey,0,0,0,0,0,1,0,0,0,0,0,1
David B. Shmoys,0,0,0,0,0,0,0,0,2,0,0,2
Shuai Han,0,0,0,0,0,1,0,0,0,0,0,1
Jiahui Yu,0,0,0,0,0,0,0,0,0,0,2,2
Karl Moritz Hermann,0,0,0,0,0,0,0,0,2,0,0,2
Georg Waltner,0,0,0,0,0,0,0,0,1,0,0,1
Yu Yang,0,0,0,0,0,0,1,0,1,0,0,2
Guo Tong Xie,0,0,0,0,0,0,0,0,0,0,1,1
Hidenori Takeshima,0,0,1,0,0,0,0,0,0,0,0,1
Shiyao Huang,0,0,0,0,0,0,0,0,0,1,0,1
Jun Zhang 0017,0,0,0,0,0,0,0,0,1,0,0,1
Myung-Chul Sung,0,0,0,0,0,0,0,0,0,1,0,1
Yann N. Dauphin,0,0,0,0,0,0,0,1,0,0,0,1
Lifeng Shen,0,0,0,0,0,0,0,0,0,0,1,1
Frank Nack,0,0,0,0,0,1,1,0,0,0,0,2
Joshua D. Schwartz,1,0,0,0,0,0,0,0,0,0,0,1
Teresa Mao,0,0,0,0,1,0,0,0,0,0,0,1
Naftali Tishby,1,2,1,1,0,0,0,0,0,0,0,5
Ambuj Tewari,2,4,0,4,5,2,3,2,3,3,2,30
Zheng Xue,1,0,0,0,0,0,0,0,0,0,0,1
Ugur Demiryurek,0,0,0,0,0,0,0,0,0,1,0,1
Nick G. Duffield,0,0,0,0,0,0,0,2,0,0,0,2
Róisín Rowley-Brooke,0,0,0,0,0,0,1,0,0,0,0,1
Vidyuth Srinivasan,0,0,0,0,0,0,0,0,0,0,1,1
Karla L. Caballero Barajas,0,0,0,0,0,0,0,0,1,0,0,1
Luca Iocchi,0,0,0,0,0,0,0,0,0,1,0,1
Dan Sommerfield,1,0,0,0,0,0,0,0,0,0,0,1
Yukino Baba,0,0,0,0,0,0,2,0,1,1,2,6
Gavin Owens,0,0,0,0,0,0,0,0,0,1,0,1
Jürgen Gall,0,0,0,2,0,0,0,0,0,0,0,2
Takumi Kobayashi,0,0,0,0,0,0,1,1,1,1,0,4
michael Murias,0,0,0,0,0,0,0,0,0,0,1,1
Yu-Yin Sun,0,0,0,2,0,0,0,0,0,0,0,2
Behnam Neyshabur,0,0,0,0,0,0,1,0,2,2,3,8
Rom Herskovitz,0,0,0,0,0,0,0,0,0,1,0,1
Kenneth D. Harris,0,0,0,0,0,0,0,0,0,1,0,1
Xiaozhong Zhang,0,0,0,0,0,0,0,0,0,0,1,1
Shamil Chollampatt,0,0,0,0,0,0,0,0,0,2,0,2
Claire R. Donoghue,0,0,0,0,0,1,0,0,0,0,0,1
Adarsh Prasad,0,0,0,0,0,0,0,1,1,0,1,3
Etienne Marcheret,0,0,1,0,0,0,0,0,0,0,1,2
Xianzhi Du,0,0,0,0,0,0,0,0,1,0,0,1
Xiaowei Zhao,0,0,0,0,0,0,0,2,1,0,0,3
Shuo Zhou,0,0,0,0,0,0,0,0,0,1,1,2
Haoran Li,0,0,0,0,0,0,0,0,0,1,0,1
Wendi Ji,0,0,0,0,0,0,0,0,0,0,1,1
Fang Wei 0001,1,1,0,0,0,0,0,0,0,0,0,2
Fanghong Jian,0,0,0,0,0,0,0,0,0,1,0,1
Liang Wang,0,1,0,0,1,0,0,0,0,1,1,4
Preetjot Singh,0,0,0,0,0,0,1,0,0,0,0,1
Philip Bradley,1,0,0,0,0,0,0,0,0,0,0,1
Liudmila Ulanova,0,0,0,0,0,0,0,0,2,0,0,2
Weihong Qian,0,0,0,2,0,0,0,0,0,0,0,2
François Coldefy,1,0,0,0,0,0,0,0,0,0,0,1
Loong-Fah Cheong,0,0,0,0,0,0,0,1,1,1,1,4
Jonathan L. Elsas,0,1,1,0,0,0,0,0,0,0,0,2
Alexander Ilin,0,0,1,0,0,0,0,0,0,0,1,2
Roland Hu,0,0,0,0,0,0,1,0,0,0,0,1
Shrutika Poyrekar,0,0,0,0,0,0,0,1,0,0,0,1
Nina Narodytska,1,0,2,1,3,1,6,2,3,0,1,20
Minhyong Kim,0,0,0,0,1,0,0,0,0,0,0,1
Long Tran-Thanh,0,0,0,1,0,1,2,0,3,1,3,11
Wojciech Samek,0,0,0,0,0,0,1,0,0,1,0,2
Henry Medeiros,0,1,0,0,0,0,0,0,0,0,0,1
Olga Vechtomova,1,1,0,0,0,0,0,0,0,0,0,2
Sergio Núñez,0,0,0,0,0,0,0,0,1,0,0,1
Cheng Lu,0,0,0,0,0,0,0,0,0,0,1,1
He Bai,0,0,0,0,1,0,0,0,0,0,0,1
Yawen Huang,0,0,0,0,0,0,0,0,0,0,1,1
Arno Candel,0,0,0,0,0,0,0,0,0,0,1,1
Jose M. Such,0,0,0,0,0,0,0,0,0,1,1,2
Matthew Johnson,0,0,0,0,0,0,0,0,1,1,0,2
Roland S. Johansson,0,0,1,0,0,0,0,0,0,0,0,1
Erjin Zhou,0,0,0,0,0,0,0,0,1,0,1,2
Stark C. Draper,0,1,0,0,0,0,0,0,0,0,0,1
Xinguo Liu,0,0,0,0,0,0,1,0,0,0,0,1
Marius Popescu,0,0,0,0,0,0,0,0,0,1,0,1
Elif Aktolga,0,0,1,0,1,0,1,0,0,0,0,3
Dengxin Dai,0,0,0,1,0,0,0,2,2,2,0,7
George Biros,0,0,0,1,0,0,0,0,1,0,0,2
Kin-Hong Lee,1,0,0,0,0,0,0,0,0,0,0,1
Daniel Thalmann,0,0,0,0,0,0,0,0,0,1,1,2
Romain Giot,0,0,0,0,0,0,1,0,0,0,0,1
Jayadeva,0,1,0,0,1,0,0,0,0,0,0,2
Cheng-Zen Yang,0,1,0,0,0,0,0,0,0,0,0,1
Melvin Low,0,0,0,0,0,0,0,0,0,0,1,1
Jan Kotera,0,0,0,0,0,0,0,0,0,0,1,1
Katja Seeliger,0,0,0,0,0,0,0,0,0,0,1,1
Dmitry Kalenichenko,0,0,0,0,0,0,0,0,1,0,0,1
Uri Shalit,0,0,1,1,0,0,0,0,0,0,2,4
Kiyan Ahmadizadeh,0,0,0,0,1,0,0,0,0,0,0,1
Rodrigo Benenson,0,0,0,0,0,1,1,0,2,3,5,12
Yufei Tao,0,0,0,0,0,0,0,0,1,0,0,1
Romain Deveaud,0,0,0,0,0,0,1,0,0,0,0,1
Maytal Saar-Tsechansky,0,0,0,0,0,0,0,0,0,0,1,1
Weiping Li,0,0,0,0,0,0,0,0,0,1,0,1
Maristella Agosti,0,0,0,0,0,0,1,0,0,0,0,1
Tao Liu 0001,0,0,0,0,1,0,0,0,0,0,1,2
Nathan Srebro,3,2,3,4,2,2,0,2,2,0,2,22
Sepehr Eghbali,0,0,0,0,0,0,0,0,0,1,0,1
Vitaly Mirkis,0,0,0,0,0,0,0,0,0,1,0,1
Corinna Blasse,0,0,0,0,0,0,0,0,0,1,0,1
Pinar Yolum,0,0,0,0,0,0,0,0,0,0,1,1
Sheila Krishna,0,1,0,0,0,0,0,0,0,0,0,1
Junhao Wen,0,0,0,0,0,0,0,1,0,0,0,1
Hongda Mao,0,1,0,0,0,0,0,0,0,0,0,1
Behrooz Nasihatkon,0,0,0,0,1,0,0,1,0,1,0,3
Hartwig Fronthaler,0,1,0,0,0,0,0,0,0,0,0,1
Masahiro Kimura,1,1,1,1,0,0,0,0,0,0,0,4
Alexander Giessing,0,0,0,0,0,0,0,0,0,0,1,1
Ravi Kannan,0,0,0,0,0,0,0,1,0,0,0,1
Honggang Zhang,0,0,0,0,0,0,1,0,3,1,1,6
Claudia Nieuwenhuis,0,0,0,0,0,0,1,1,0,0,0,2
Dingxiong Deng,0,0,0,0,0,0,0,0,0,1,0,1
Cuixian Chen,0,0,0,1,0,0,0,0,0,0,0,1
Guilin Li,0,0,0,0,0,0,0,0,0,1,0,1
Igor Labutov,0,0,0,0,0,0,0,0,0,2,2,4
Xingchang Huang,0,0,0,0,0,0,0,0,0,0,1,1
Carlos Soares,0,0,0,0,0,0,0,0,0,0,1,1
Seong G. Kong,0,1,0,0,0,0,0,0,0,0,0,1
Takayuki Katsuki,0,0,0,0,0,0,1,0,0,0,0,1
Shaunak Ahuja,0,0,0,0,0,0,1,0,0,0,0,1
Martin Theobald,0,1,0,0,0,0,0,0,0,0,0,1
Afshin Dehghan,0,0,0,0,0,1,1,2,2,0,0,6
Yorick Wilks,1,0,0,0,0,0,0,0,2,0,0,3
Zhenglong Zhou,0,0,0,0,0,0,1,0,0,0,0,1
Colin Wei,0,0,0,0,0,0,0,0,0,0,1,1
Boris Babenko,0,0,1,0,0,0,0,0,0,0,0,1
Odellia Boni,0,0,0,0,0,0,0,0,0,0,1,1
Myra Spiliopoulou,0,0,0,0,1,0,0,0,1,0,0,2
You Wu 0001,0,0,0,0,0,1,0,0,0,0,0,1
Emanuele Bastianelli,0,0,0,0,0,0,0,0,0,1,0,1
David Sussillo,0,0,0,0,0,0,0,0,0,1,0,1
Mahesh Mohan,0,0,0,0,0,0,0,0,0,0,1,1
Shuran Song,0,0,0,0,0,0,0,0,2,1,3,6
Nicolas Hautière,1,0,0,0,1,0,0,0,0,0,0,2
Roy Luo,0,0,0,0,0,0,0,0,0,1,0,1
Sameer Singh 0001,0,0,2,0,0,0,0,1,0,2,0,5
Arpita Biswas,0,0,0,0,0,0,0,0,0,2,0,2
C. Alejandro Párraga,0,0,0,0,1,0,0,0,0,0,0,1
Guorong Li,0,0,0,0,0,0,0,0,0,1,1,2
David Mares,0,0,0,0,0,0,0,1,1,1,0,3
Patrick Koopmann,0,0,0,0,0,0,0,0,1,0,1,2
Paola Merlo,0,0,1,0,0,0,0,0,0,0,0,1
Jagadeesh Jagarlamudi,0,0,0,1,0,0,1,0,0,0,0,2
Francisco Pereira,0,0,0,0,1,1,0,0,0,0,0,2
Antonio Ortega,0,0,0,0,0,0,0,1,0,0,0,1
James She,0,0,0,0,0,0,0,0,0,0,1,1
Douwe Kiela,0,0,0,0,0,0,0,0,0,0,1,1
Mihajlo Grbovic,0,0,0,0,0,2,1,1,3,1,0,8
Limin Yao,0,1,1,0,0,0,0,0,0,0,0,2
Mohamed Aly,0,0,1,0,1,0,0,0,0,0,0,2
Andrew Csinger,0,0,0,0,0,0,0,1,0,0,0,1
Sebastijan Dumancic,0,0,0,0,0,0,0,0,0,0,2,2
Justin Helbert,0,0,0,0,0,0,0,0,1,0,0,1
Laura Barbulescu,1,0,0,0,0,1,0,0,0,0,0,2
Shibashis Guha,0,0,0,0,0,0,0,0,0,0,1,1
Mark Domick,0,0,0,1,0,0,0,0,0,0,0,1
Matthew Johnson 0003,0,1,0,0,0,0,0,0,1,0,0,2
Anke Schwarz,0,0,0,0,0,0,0,0,0,0,1,1
Dan Claudiu Ciresan,0,0,0,0,1,0,0,0,0,0,0,1
Jianzhong Li,0,0,0,1,0,1,1,0,0,0,0,3
Abhradeep Guha Thakurta,0,0,0,0,0,0,1,0,0,0,1,2
Sergio Greco,0,0,0,0,0,0,1,0,1,0,1,3
Olivier Bachem,0,0,0,0,0,0,0,0,0,3,0,3
Jianfang Hu,0,0,0,0,0,0,0,0,1,0,0,1
Panos Ipeirotis,0,0,0,0,0,0,0,0,1,0,0,1
Michelle L. Alexander,0,0,0,0,0,0,0,1,0,0,0,1
Walid Magdy,0,0,0,1,1,0,1,0,0,0,0,3
Li Xiong 0001,0,0,0,0,0,0,0,0,0,1,0,1
Jun Yang 0001,0,0,0,0,0,1,0,0,0,0,0,1
Frankie Lu,0,0,0,0,0,0,0,0,0,1,0,1
Prateek Jindal,0,0,0,0,0,0,1,0,0,0,0,1
Qingyu Guo,0,0,0,0,0,0,0,0,0,1,2,3
Hyun-Soo Choi,0,0,0,0,0,0,0,0,0,0,1,1
Yadong Mu,0,1,0,2,1,0,0,2,0,3,3,12
Meng Chang Chen,0,1,0,0,0,0,0,0,0,0,0,1
Denis Baylor,0,0,0,0,0,0,0,0,0,0,1,1
Jinyoung Yeo,0,0,0,0,0,0,0,0,0,1,0,1
Pierre Gaillard,0,0,0,0,0,1,0,1,1,0,1,4
Zexi Liu,0,0,0,1,0,0,0,0,0,0,0,1
Sang-Jo Lee,0,0,1,0,0,0,0,0,0,0,0,1
Simone Milesi,1,0,0,0,0,0,0,0,0,0,0,1
Erisa Terolli,0,0,0,0,0,0,0,0,0,1,0,1
David H. Stern,0,0,0,1,0,0,0,0,0,0,0,1
Sudanthi N. R. Wijewickrema,0,0,0,0,0,0,0,0,0,0,1,1
Matthew Stagitis,0,0,0,0,0,0,1,0,0,0,0,1
Roberto Navigli,2,0,1,0,1,1,2,0,0,2,0,9
Lavindra de Silva,0,0,0,0,0,0,0,0,0,0,1,1
Andrew D. Bagdanov,0,0,0,1,1,1,1,0,0,0,0,4
Kamelia Aryafar,0,0,0,0,0,0,0,0,0,1,0,1
Alan Wright,0,0,0,0,0,0,1,0,0,0,0,1
Yi Ding,1,0,0,0,0,0,0,1,1,0,2,5
Joydeep Banerjee,0,0,0,0,0,0,0,0,0,1,0,1
Giuseppe Perelli,0,0,0,0,0,0,0,0,1,2,1,4
Vladislav Golyanik,0,0,0,0,0,0,0,0,0,1,0,1
S. Chandran,0,0,0,0,1,0,0,0,0,0,0,1
Sundar Dorai-Raj,0,0,1,0,0,0,0,0,0,0,0,1
Jinhyuk Lee,0,0,0,0,0,0,0,0,0,0,1,1
Menghan Xia,0,0,0,0,0,0,0,0,1,0,0,1
Dan Oneata,0,0,0,0,0,0,0,1,0,0,0,1
Elli Angelopoulou,1,0,0,1,0,0,0,0,0,0,0,2
Kristian Ambrosch,1,1,0,0,0,0,0,0,0,0,0,2
Xiao-Peng Zhang,0,0,0,0,0,0,0,0,0,0,1,1
Dangna Li,0,0,0,0,0,0,0,0,0,1,1,2
Michalis K. Titsias,1,1,0,0,2,0,1,1,2,2,0,10
Stefano Faralli,0,0,0,0,1,0,0,0,1,0,0,2
N. Blumenthal,0,0,0,1,0,0,0,0,0,0,0,1
Martin Haker,0,2,0,0,0,0,0,0,0,0,0,2
Yuping Sun,0,0,0,0,0,0,0,1,0,1,0,2
Kengo Harada,0,0,0,0,0,1,0,0,0,0,0,1
Nilufer Onder,0,1,0,0,0,0,1,0,0,0,0,2
Peter Haider,0,0,0,1,0,1,0,0,0,0,0,2
Tom Diethe,0,0,0,0,0,0,0,0,0,1,0,1
Jerry L. Prince,1,3,0,1,0,0,0,0,0,0,0,5
P. Kiran Kumar,0,0,0,0,0,0,0,0,0,1,0,1
Antonis C. Kakas,0,0,0,0,0,0,0,1,0,0,0,1
Anil Kumar Singh,0,0,1,0,0,0,0,0,0,0,0,1
Yew-Soon Ong,0,0,0,0,0,0,0,0,1,0,1,2
Jonathan Long,0,0,0,0,0,0,0,1,1,0,0,2
Vahed Qazvinian,0,0,0,0,1,0,0,0,0,0,0,1
Huan Sun,0,0,0,0,0,0,1,2,1,0,0,4
Dilip K. Prasad,0,0,0,0,0,0,0,1,0,1,0,2
Tushar Khot,0,0,0,0,0,0,1,2,1,3,0,7
Sung-Hyon Myaeng,0,0,0,0,0,0,0,0,0,1,0,1
Daniel J. Lizotte,2,0,0,0,0,0,0,0,0,0,0,2
Yufen Shao,0,0,0,0,0,0,0,0,0,0,1,1
Rachel Ben-Eliyahu-Zohary,0,0,1,0,0,0,0,0,0,0,0,1
Hao Henry Zhou,0,0,0,0,0,0,0,0,0,1,0,1
Pengyu Sun,0,0,0,0,0,0,0,0,1,0,0,1
Giordano Cabral,0,0,0,0,0,0,0,0,1,0,0,1
Refik Can Malli,0,0,0,0,0,0,0,0,0,1,0,1
Luoqi Liu,0,0,0,0,0,0,0,0,1,0,1,2
Antonio Gentile,1,0,0,0,0,0,0,0,0,0,0,1
Xinyan Lu,0,0,0,0,0,0,1,0,0,0,0,1
M. Shahriar Hossain,0,0,0,1,0,1,0,0,0,2,0,4
Cheng Zhu,0,0,0,0,0,0,1,0,0,0,1,2
Franz Kurz,0,0,0,0,0,0,0,0,0,1,0,1
Samuel P. Lichtenberg,0,0,0,0,0,0,0,0,1,0,0,1
Sven Helmer,0,0,0,0,0,0,0,0,1,0,0,1
Aleksandr Farseev,0,0,0,0,0,0,0,0,0,0,3,3
Shinji Watanabe,0,0,1,0,0,0,0,0,0,0,0,1
Carla Groenland,0,0,0,0,0,0,0,0,1,1,0,2
Alice X. Zheng,0,0,0,0,1,0,1,1,0,0,0,3
Peter Brusilovsky,0,0,0,0,0,0,0,0,1,0,1,2
Zahra Ghodsi,0,0,0,0,0,0,0,0,0,0,1,1
Christoph Römer,0,0,0,0,0,1,0,0,0,0,0,1
Jian Zhang 0003,0,0,1,0,0,0,0,0,0,0,0,1
Jian Zhang 0002,0,0,1,1,0,0,0,0,0,0,0,2
Binxing Fang,0,0,0,0,0,0,0,1,0,1,0,2
Ruixin Qiang,0,0,0,0,0,0,1,0,0,0,0,1
Carmen Gervet,0,1,0,0,0,0,0,0,0,0,0,1
Parisa Kordjamshidi,0,0,0,0,0,0,0,0,1,0,0,1
Jens Witkowski,0,0,1,0,3,1,0,0,0,1,1,7
Ivett Szabó,1,0,0,0,0,0,0,0,0,0,0,1
Adam Herout,0,0,0,0,1,0,1,0,0,2,0,4
Xutao Li,0,0,0,0,1,0,0,0,2,0,1,4
Svante Janson,0,0,0,0,0,0,0,0,0,0,1,1
Tara A. Estlin,0,0,0,0,0,0,0,0,0,1,0,1
Christian Vogler,0,0,0,0,1,0,0,0,0,0,0,1
Xutao Lv,0,0,0,0,0,0,0,0,0,0,1,1
Kartik Ahuja,0,0,0,0,0,0,0,0,0,0,1,1
Isaac Sijaranamual,0,0,0,0,0,0,0,0,1,0,0,1
Yan Karklin,0,0,0,0,1,1,0,0,0,0,0,2
Anne-Marie Kermarrec,0,0,0,0,0,0,0,0,0,0,1,1
Andreas Sideris,0,0,0,0,0,0,0,1,0,0,0,1
Saket Anand,0,0,0,0,1,0,0,0,0,0,0,1
Armin B. Cremers,1,0,0,0,0,0,0,1,0,0,0,2
